(Min Avg: ABACK - 532.01, Min Max: ABACK - 925)   ABACK - Avg: 532.01, Max: 925
(Min Avg: AISLE - 76.090, Min Max: AISLE - 196)   AISLE - Avg: 76.090, Max: 196
(Min Avg: AISLE - 76.090, Min Max: AISLE - 196)   ALARM - Avg: 248.86, Max: 501
(Min Avg: AISLE - 76.090, Min Max: AISLE - 196)   ALBUM - Avg: 253.97, Max: 601
(Min Avg: ALERT - 71.510, Min Max: ALERT - 196)   ALERT - Avg: 71.510, Max: 196
(Min Avg: ALERT - 71.510, Min Max: ALERT - 196)   ALGAE - Avg: 210.55, Max: 435
(Min Avg: ALERT - 71.510, Min Max: ALERT - 196)   ALIBI - Avg: 332.32, Max: 592
(Min Avg: ALERT - 71.510, Min Max: ALERT - 196)   ALIEN - Avg: 83.638, Max: 220
(Min Avg: ALERT - 71.510, Min Max: ALERT - 196)   ALIGN - Avg: 163.86, Max: 433
(Min Avg: ALERT - 71.510, Min Max: ALERT - 196)   ALIKE - Avg: 110.47, Max: 271
(Min Avg: ALERT - 71.510, Min Max: ALERT - 196)   ALIVE - Avg: 121.11, Max: 302
(Min Avg: ALERT - 71.510, Min Max: ALERT - 196)   ALLAY - Avg: 592.41, Max: 844
(Min Avg: ALERT - 71.510, Min Max: ALERT - 196)   ALLEY - Avg: 203.66, Max: 373
(Min Avg: ALERT - 71.510, Min Max: ALERT - 196)   ALLOT - Avg: 204.85, Max: 416
(Min Avg: ALERT - 71.510, Min Max: ALERT - 196)   ALLOW - Avg: 342.33, Max: 582
(Min Avg: ALERT - 71.510, Min Max: ALERT - 196)   ALLOY - Avg: 273.13, Max: 496
(Min Avg: ALERT - 71.510, Min Max: ALERT - 196)   ALOFT - Avg: 143.08, Max: 368
(Min Avg: ALERT - 71.510, Min Max: ALONE - 182)   ALONE - Avg: 77.160, Max: 182
(Min Avg: ALERT - 71.510, Min Max: ALONE - 182)   ALONG - Avg: 154.82, Max: 394
(Min Avg: ALERT - 71.510, Min Max: ALONE - 182)   ALOOF - Avg: 310.33, Max: 566
(Min Avg: ALERT - 71.510, Min Max: ALONE - 182)   ALOUD - Avg: 151.06, Max: 346
(Min Avg: ALERT - 71.510, Min Max: ALONE - 182)   ALPHA - Avg: 365.08, Max: 676
(Min Avg: ALERT - 71.510, Min Max: ALONE - 182)   ALTAR - Avg: 175.23, Max: 370
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ALTER - Avg: 69.825, Max: 196
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   AMASS - Avg: 621.42, Max: 872
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   AMAZE - Avg: 342.83, Max: 600
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   AMBER - Avg: 144.75, Max: 364
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   AMBLE - Avg: 152.85, Max: 382
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   AMEND - Avg: 154.91, Max: 355
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   AMISS - Avg: 301.97, Max: 535
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   AMITY - Avg: 168.97, Max: 418
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   AMONG - Avg: 218.74, Max: 503
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   AMPLE - Avg: 139.77, Max: 363
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   AMPLY - Avg: 249.29, Max: 615
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   AMUSE - Avg: 125.42, Max: 276
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ANGEL - Avg: 119.79, Max: 309
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ANGER - Avg: 111.78, Max: 296
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ANGLE - Avg: 116.54, Max: 309
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ANGRY - Avg: 173.10, Max: 403
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ANGST - Avg: 154.78, Max: 426
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ANIME - Avg: 111.73, Max: 257
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ANKLE - Avg: 123.62, Max: 314
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ANNEX - Avg: 306.27, Max: 516
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ANNOY - Avg: 293.98, Max: 511
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ANNUL - Avg: 272.06, Max: 535
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ANODE - Avg: 104.58, Max: 242
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ANTIC - Avg: 145.27, Max: 378
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ANVIL - Avg: 193.98, Max: 468
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   AORTA - Avg: 162.56, Max: 382
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   APART - Avg: 220.81, Max: 502
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   APHID - Avg: 219.18, Max: 476
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   APING - Avg: 213.59, Max: 496
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   APNEA - Avg: 211.35, Max: 423
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   APPLE - Avg: 205.23, Max: 427
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   APPLY - Avg: 362.31, Max: 706
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   APRON - Avg: 130.54, Max: 313
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   APTLY - Avg: 169.12, Max: 436
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ARBOR - Avg: 274.49, Max: 499
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ARDOR - Avg: 246.50, Max: 460
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ARENA - Avg: 156.05, Max: 343
(Min Avg: ALTER - 69.825, Min Max: ALONE - 182)   ARGUE - Avg: 109.16, Max: 249
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   ARISE - Avg: 63.469, Max: 167
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   ARMOR - Avg: 259.65, Max: 486
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AROMA - Avg: 225.61, Max: 486
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AROSE - Avg: 65.760, Max: 182
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   ARRAY - Avg: 436.93, Max: 680
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   ARROW - Avg: 299.24, Max: 513
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   ARSON - Avg: 96.648, Max: 260
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   ARTSY - Avg: 103.67, Max: 301
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   ASCOT - Avg: 127.92, Max: 328
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   ASHEN - Avg: 111.20, Max: 257
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   ASIDE - Avg: 100.39, Max: 222
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   ASKEW - Avg: 188.03, Max: 398
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   ASSAY - Avg: 544.88, Max: 795
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   ASSET - Avg: 165.73, Max: 346
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   ATOLL - Avg: 202.84, Max: 416
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   ATONE - Avg: 78.777, Max: 191
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   ATTIC - Avg: 269.42, Max: 506
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AUDIO - Avg: 183.22, Max: 434
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AUDIT - Avg: 154.70, Max: 362
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AUGUR - Avg: 295.36, Max: 540
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AUNTY - Avg: 157.41, Max: 389
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AVAIL - Avg: 318.35, Max: 629
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AVERT - Avg: 118.68, Max: 322
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AVIAN - Avg: 331.94, Max: 659
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AVOID - Avg: 218.22, Max: 451
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AWAIT - Avg: 265.66, Max: 565
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AWAKE - Avg: 301.66, Max: 560
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AWARD - Avg: 340.12, Max: 663
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AWARE - Avg: 193.70, Max: 445
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AWASH - Avg: 374.71, Max: 749
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AWFUL - Avg: 276.33, Max: 591
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AWOKE - Avg: 161.14, Max: 293
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AXIAL - Avg: 345.02, Max: 661
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AXIOM - Avg: 254.56, Max: 481
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AXION - Avg: 213.59, Max: 449
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   AZURE - Avg: 136.26, Max: 296
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BACON - Avg: 179.80, Max: 459
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BADGE - Avg: 176.75, Max: 435
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BADLY - Avg: 242.71, Max: 628
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BAGEL - Avg: 146.77, Max: 384
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BAGGY - Avg: 476.37, Max: 861
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BAKER - Avg: 145.06, Max: 372
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BALER - Avg: 101.70, Max: 291
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BALMY - Avg: 266.20, Max: 663
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BANAL - Avg: 335.84, Max: 661
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BANJO - Avg: 272.13, Max: 573
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BARGE - Avg: 125.87, Max: 356
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BARON - Avg: 131.34, Max: 345
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BASAL - Avg: 325.66, Max: 635
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BASIC - Avg: 164.81, Max: 406
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BASIL - Avg: 142.61, Max: 388
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BASIN - Avg: 152.41, Max: 400
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BASIS - Avg: 283.11, Max: 533
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BASTE - Avg: 104.20, Max: 294
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BATCH - Avg: 220.49, Max: 578
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BATHE - Avg: 126.98, Max: 333
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BATON - Avg: 148.23, Max: 390
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BATTY - Avg: 344.99, Max: 671
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BAWDY - Avg: 340.79, Max: 744
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BAYOU - Avg: 203.19, Max: 417
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BEACH - Avg: 166.65, Max: 380
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BEADY - Avg: 175.56, Max: 377
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BEARD - Avg: 129.48, Max: 359
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BEAST - Avg: 107.54, Max: 294
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BEECH - Avg: 362.75, Max: 707
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BEEFY - Avg: 401.52, Max: 724
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BEFIT - Avg: 191.73, Max: 456
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BEGAN - Avg: 174.07, Max: 394
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BEGAT - Avg: 147.45, Max: 343
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BEGET - Avg: 305.89, Max: 633
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BEGIN - Avg: 208.63, Max: 493
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BEGUN - Avg: 247.66, Max: 554
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BEING - Avg: 205.28, Max: 493
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BELCH - Avg: 203.67, Max: 475
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BELIE - Avg: 222.94, Max: 517
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BELLE - Avg: 491.04, Max: 786
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BELLY - Avg: 358.11, Max: 575
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BELOW - Avg: 203.47, Max: 444
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BENCH - Avg: 214.15, Max: 492
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BERET - Avg: 211.62, Max: 498
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BERRY - Avg: 303.15, Max: 531
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BERTH - Avg: 150.76, Max: 399
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BESET - Avg: 240.29, Max: 539
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BETEL - Avg: 230.12, Max: 494
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BEVEL - Avg: 405.49, Max: 756
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BEZEL - Avg: 430.38, Max: 775
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BIBLE - Avg: 242.50, Max: 517
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BICEP - Avg: 186.00, Max: 451
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BIDDY - Avg: 579.00, Max: 1005
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BIGOT - Avg: 214.18, Max: 558
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BILGE - Avg: 174.11, Max: 444
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BILLY - Avg: 445.99, Max: 829
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BINGE - Avg: 195.91, Max: 493
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BINGO - Avg: 278.59, Max: 664
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BIOME - Avg: 151.35, Max: 331
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BIRCH - Avg: 225.44, Max: 565
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BIRTH - Avg: 182.88, Max: 476
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BISON - Avg: 186.27, Max: 488
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BITTY - Avg: 419.03, Max: 796
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLACK - Avg: 276.34, Max: 690
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLADE - Avg: 134.12, Max: 380
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLAME - Avg: 142.58, Max: 382
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLAND - Avg: 191.39, Max: 535
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLANK - Avg: 232.59, Max: 600
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLARE - Avg: 94.369, Max: 291
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLAST - Avg: 140.26, Max: 428
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLAZE - Avg: 186.00, Max: 451
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLEAK - Avg: 190.43, Max: 400
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLEAT - Avg: 118.10, Max: 287
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLEED - Avg: 310.51, Max: 652
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLEEP - Avg: 309.65, Max: 646
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLEND - Avg: 183.65, Max: 448
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLESS - Avg: 296.32, Max: 529
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLIMP - Avg: 299.51, Max: 730
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLIND - Avg: 247.55, Max: 660
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLINK - Avg: 284.01, Max: 706
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLISS - Avg: 352.48, Max: 701
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLITZ - Avg: 290.79, Max: 686
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLOAT - Avg: 134.52, Max: 371
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLOCK - Avg: 304.13, Max: 729
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLOKE - Avg: 175.00, Max: 416
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLOND - Avg: 229.49, Max: 615
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLOOD - Avg: 462.37, Max: 852
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLOOM - Avg: 494.73, Max: 883
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLOWN - Avg: 277.93, Max: 679
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLUER - Avg: 136.01, Max: 347
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLUFF - Avg: 618.54, Max: 1078
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLUNT - Avg: 201.63, Max: 530
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLURB - Avg: 353.35, Max: 647
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLURT - Avg: 164.59, Max: 401
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BLUSH - Avg: 255.80, Max: 653
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BOARD - Avg: 150.32, Max: 410
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BOAST - Avg: 127.61, Max: 377
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BOBBY - Avg: 761.01, Max: 1165
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BONEY - Avg: 164.21, Max: 372
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BONGO - Avg: 581.38, Max: 976
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BONUS - Avg: 232.16, Max: 602
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BOOBY - Avg: 854.87, Max: 1165
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BOOST - Avg: 334.86, Max: 713
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BOOTH - Avg: 437.62, Max: 836
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BOOTY - Avg: 416.35, Max: 784
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BOOZE - Avg: 421.50, Max: 696
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BOOZY - Avg: 750.97, Max: 1149
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BORAX - Avg: 222.10, Max: 486
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BORNE - Avg: 114.55, Max: 336
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BOSOM - Avg: 508.20, Max: 875
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BOSSY - Avg: 413.23, Max: 801
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BOTCH - Avg: 263.03, Max: 669
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BOUGH - Avg: 337.82, Max: 795
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BOULE - Avg: 138.00, Max: 351
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BOUND - Avg: 283.92, Max: 727
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BOWEL - Avg: 188.86, Max: 444
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BOXER - Avg: 212.23, Max: 490
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BRACE - Avg: 107.10, Max: 326
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BRAID - Avg: 151.39, Max: 378
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BRAIN - Avg: 124.92, Max: 331
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BRAKE - Avg: 134.99, Max: 372
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BRAND - Avg: 158.73, Max: 434
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BRASH - Avg: 148.44, Max: 391
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BRASS - Avg: 252.66, Max: 513
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BRAVE - Avg: 147.72, Max: 418
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BRAVO - Avg: 194.91, Max: 480
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BRAWL - Avg: 183.71, Max: 475
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BRAWN - Avg: 192.62, Max: 490
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BREAD - Avg: 138.35, Max: 359
(Min Avg: ARISE - 63.469, Min Max: ARISE - 167)   BREAK - Avg: 155.97, Max: 372
